Workout Type,Start,End,Duration,活动能量 (kJ),静息能量 (kJ),强度 (kcal/hr·kg),最大心率 (count/min),平均心率 (count/min),距离 (km),最大速度 (km/小时),平均速度 (km/小时),攀登楼层数,海拔上升 (m),下降海拔 (m),步数,步频 (spm),游泳划水次数,游泳频率 (spm),泳池长度 (m),游泳泳姿,SWOLF得分,水体盐度,温度 (degC),湿度 (%),位置,
户外 跑步,2026-07-05 20:27,2026-07-05 21:10,00:43:36,1342.6665200000016,205.66033600000011,9.74002099870961,154.0,145.44379986248944,7.010112563348912,13.569988891338454,9.43672771717935,0.0,11.92,0.0,7532.999999999998,172.75062124482395,0.0,0.0,0.0,,0.0,,27.67411041259527,85.0,户外,
